,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
security,F11903M Index,I00103M Index,I00703M Index,I01103M Index,I01303M Index,I01803M Index,I02103M Index,I02203M Index,I02503M Index,I04903M Index,I07803M Index,I11203M Index,I16503M Index,I17303M Index,I21703M Index,I25103M Index,I26903M Index,I35103M Index
date,,,,,,,,,,,,,,,,,,
1999-11-29,17.56,5.08,4.787,3.41,3.109,0.122,3.493,5.25,5.275,5.196,5.67,,,,,,,
1999-11-30,17.55,5.06,4.847,3.368,3.105,0.145,3.708,5.351,5.306,5.196,5.72,,,,,,,
1999-12-01,17.55,5.06,4.846,3.388,3.121,0.294,3.54,5.351,5.274,5.196,5.74,,,,,,,
1999-12-02,17.75,5.06,4.863,3.327,3.127,0.234,3.523,5.351,5.253,5.206,5.75,,,,,,,
1999-12-03,17.75,5.05,4.875,3.307,3.124,0.199,3.52,5.351,5.254,5.206,5.76,,,,,,,
1999-12-06,17.63,5.0,4.829,3.287,3.141,0.24,3.483,5.352,5.252,5.237,5.762,,,,,,,
1999-12-07,17.61,5.0,4.77,3.276,3.141,0.245,3.689,5.352,5.212,5.237,5.83,,,,,,,
1999-12-08,17.63,4.98,4.714,3.276,3.141,0.225,3.466,5.352,5.221,5.257,5.85,,,,,,,
1999-12-09,18.0,5.04,4.96,3.276,3.141,0.142,3.711,5.351,5.263,5.257,5.85,,,,,,,
1999-12-10,17.9,5.03,4.665,3.276,3.141,0.137,3.405,5.351,5.285,5.257,5.85,,,,,,,
1999-12-13,17.46,5.0,4.748,3.276,3.161,0.128,3.437,5.352,5.389,5.514,5.71,,,,,,,
1999-12-14,17.45,5.04,4.806,3.276,3.158,0.139,3.441,5.352,5.389,5.545,5.67,,,,,,,
1999-12-15,17.67,5.08,4.88,3.266,3.146,0.158,3.515,5.352,5.336,5.617,5.74,,,,,,,
1999-12-16,17.28,5.08,4.863,3.266,3.146,0.299,3.416,5.352,5.399,5.483,5.74,,,,,,,
1999-12-17,17.19,5.08,4.852,3.246,3.152,0.308,3.64,5.611,5.453,5.463,5.68,,,,,,,
1999-12-20,17.27,5.09,4.879,3.276,3.197,0.367,3.66,5.611,5.535,5.483,5.68,,,,,,,
1999-12-21,17.3,5.09,4.872,3.266,3.185,0.356,3.708,5.611,5.588,5.463,5.69,,,,,,,
1999-12-22,17.65,5.09,4.866,3.246,3.185,0.296,3.811,5.611,5.524,5.555,5.67,,,,,,,
1999-12-23,17.34,5.09,4.833,3.236,3.15,0.3,3.747,5.611,5.459,5.473,5.694,,,,,,,
1999-12-24,17.34,5.09,4.915,3.236,3.15,0.319,3.744,5.611,5.462,5.473,5.694,,,,,,,
1999-12-27,17.34,5.09,4.99,3.256,3.196,0.305,3.629,5.611,5.462,5.473,5.62,,,,,,,
1999-12-28,17.23,5.09,4.996,3.205,3.193,0.14,3.642,5.611,5.379,5.535,5.74,,,,,,,
1999-12-29,17.29,5.09,4.814,3.215,2.948,0.053,3.729,5.352,5.211,5.504,5.68,,,,,,,
1999-12-30,17.29,5.09,4.872,3.297,2.948,0.053,3.633,5.352,5.191,5.422,5.66,,,,,,,
1999-12-31,17.29,5.09,4.675,3.297,2.948,0.054,3.655,5.352,5.339,5.422,5.66,,,,,,,
2000-01-03,17.29,5.09,5.005,3.27,2.948,0.055,3.497,5.352,5.433,5.422,5.66,,,,,,,
2000-01-04,17.26,5.25,5.03,3.27,2.575,0.058,3.52,5.353,5.452,5.309,5.67,,,,,,,
2000-01-05,17.4,5.38,4.907,3.257,2.576,0.049,3.764,5.353,5.43,5.463,5.67,,,,,,,
2000-01-06,17.21,5.4,4.982,3.3,2.575,0.106,3.764,5.353,5.389,5.463,5.69,,,,,,,
2000-01-07,17.29,5.4,4.918,3.25,3.235,0.128,3.486,5.353,5.389,5.391,5.69,,,,,,,
2000-01-10,17.24,5.42,4.975,3.25,3.235,0.129,3.475,5.353,5.407,5.411,5.69,,,,,,,
2000-01-11,17.28,5.44,4.968,3.25,3.135,0.122,3.489,5.353,5.431,5.411,5.71,,,,,,,
2000-01-12,17.48,5.47,4.981,3.25,3.157,0.132,3.524,5.353,5.451,5.411,5.78,,,,,,,
2000-01-13,17.46,5.47,4.956,3.25,3.119,0.121,3.491,5.416,5.409,5.38,5.77,,,,,,,
2000-01-14,17.51,5.47,4.893,3.25,3.193,0.118,3.49,5.416,5.409,5.319,5.75,,,,,,,
2000-01-17,17.56,5.47,4.99,3.27,3.193,0.117,3.803,5.752,5.418,5.442,5.73,,,,,,,
2000-01-18,17.7,5.47,4.971,3.27,3.133,0.115,3.846,5.762,5.401,5.483,5.73,,,,,,,
2000-01-19,17.7,5.49,4.992,3.27,3.133,0.115,3.532,5.762,5.514,5.483,5.7,,,,,,,
2000-01-20,17.7,5.49,5.011,3.26,3.133,0.119,3.567,5.762,5.462,5.504,5.72,,,,,,,
2000-01-21,17.79,5.49,4.944,3.26,3.132,0.107,3.579,5.851,5.474,5.637,5.71,,,,,,,
2000-01-24,,5.49,4.986,3.26,3.139,0.104,3.594,5.851,5.474,5.545,5.72,,,,,,,
2000-01-25,17.76,5.54,5.01,3.26,3.152,0.081,3.61,5.851,5.567,5.524,5.72,,,,,,,
2000-01-26,17.56,5.54,4.988,3.26,3.159,0.078,3.657,5.851,5.566,5.565,5.72,,,,,,,
2000-01-27,17.62,5.54,5.024,3.26,3.13,0.079,3.65,5.851,5.608,5.586,5.73,,,,,,,
2000-01-28,17.62,5.54,5.005,3.62,3.101,0.078,3.654,5.851,5.628,5.432,5.74,,,,,,,
2000-01-31,17.82,5.54,5.08,3.61,3.097,0.078,3.676,5.857,5.707,5.627,5.73,,,,,,,
2000-02-01,17.8,5.535,5.096,3.63,3.112,0.073,3.673,5.857,5.713,5.596,5.74,,,,,,,
2000-02-02,17.8,5.8,5.119,3.63,3.058,0.076,3.684,5.875,5.65,5.606,5.74,,,,,,,
2000-02-03,17.99,5.75,5.093,3.63,3.156,0.077,3.693,5.875,5.618,5.596,5.77,,,,,,,
2000-02-04,17.82,5.75,5.003,3.63,3.154,0.074,3.731,5.876,5.671,5.606,5.76,,,,,,,
2000-02-07,17.77,5.75,5.055,3.651,3.207,0.073,3.866,5.877,5.639,5.678,5.72,,,,,,,
2000-02-08,17.58,5.75,5.03,3.627,3.127,0.073,3.886,5.906,5.682,5.771,5.73,,,,,,,
2000-02-09,17.63,5.75,5.082,4.361,3.125,0.074,4.142,5.907,5.639,5.781,5.77,,,,,,,
2000-02-10,17.63,5.72,5.055,4.411,3.088,0.15,4.287,5.907,5.66,5.75,5.77,,,,,,,
2000-02-11,17.63,5.72,5.028,3.69,3.102,0.152,4.027,5.907,5.641,5.74,5.77,,,,,,,
2000-02-14,17.89,5.72,5.141,3.66,3.155,0.153,4.001,5.906,5.641,5.75,5.75,,,,,,,
2000-02-15,17.9,5.7,5.06,3.66,3.102,0.152,4.03,5.907,5.745,5.781,5.74,,,,,,,
2000-02-16,17.78,5.72,5.078,3.66,3.087,0.152,3.976,5.959,5.733,5.781,5.75,,,,,,,
2000-02-17,17.79,5.72,5.026,3.66,3.103,0.151,4.104,5.959,5.744,5.925,5.71,,,,,,,
2000-02-18,17.82,5.72,4.945,3.66,3.032,0.151,4.075,5.959,5.753,5.936,5.72,,,,,,,
2000-02-21,17.95,5.72,5.028,3.9,3.114,0.163,4.228,5.959,5.762,5.936,5.72,,,,,,,
2000-02-22,17.95,5.7,4.965,3.88,3.26,0.154,4.2,5.959,5.782,5.946,5.72,,,,,,,
2000-02-23,17.95,5.7,4.989,3.89,3.26,0.151,4.249,5.959,5.827,5.966,5.71,,,,,,,
2000-02-24,17.95,5.7,4.926,3.89,3.04,0.148,4.211,5.96,5.806,5.977,5.72,,,,,,,
2000-02-25,17.95,5.69,4.97,3.89,3.033,0.147,4.393,5.96,5.774,5.987,5.75,,,,,,,
2000-02-28,17.95,5.69,5.154,3.89,3.102,0.152,4.424,5.961,5.843,6.008,5.75,,,,,,,
2000-02-29,17.95,5.69,5.363,3.84,3.194,0.146,4.558,5.95,5.786,5.987,5.75,,,,,,,
2000-03-01,17.95,5.67,5.336,3.82,3.246,0.136,4.583,5.95,5.775,6.059,5.75,,,,,,,
2000-03-02,18.43,5.67,5.394,3.82,3.242,0.137,4.697,5.95,5.765,6.049,5.763,,,,,,,
2000-03-03,18.42,5.67,5.332,3.89,3.232,0.14,4.344,5.95,5.827,6.028,5.71,,,,,,,
2000-03-06,18.46,5.65,5.33,3.89,3.15,0.141,4.323,5.95,5.833,6.111,5.71,,,,,,,
2000-03-07,18.48,5.66,5.267,3.83,3.2,0.14,4.346,5.95,5.814,6.142,5.75,,,,,,,
2000-03-08,18.44,5.65,5.278,3.83,3.25,0.143,4.343,5.95,5.827,6.152,5.65,,,,,,,
2000-03-09,18.68,5.65,5.286,3.83,3.25,0.145,4.348,5.92,5.838,6.142,5.61,,,,,,,
2000-03-10,18.6,5.65,5.315,3.83,3.355,0.146,4.331,5.92,5.9,6.142,5.97,,,,,,,
2000-03-13,18.6,5.65,5.278,3.891,3.3,0.147,4.129,5.92,5.886,6.162,5.67,,,,,,,
2000-03-14,18.6,5.68,5.132,3.911,3.25,0.147,4.334,5.87,5.891,6.162,5.63,,,,,,,
2000-03-15,18.6,5.62,5.325,3.9,3.35,0.189,4.343,5.87,5.869,6.111,5.63,,,,,,,
2000-03-16,18.6,5.67,5.317,3.9,3.45,0.164,4.389,5.87,5.869,6.162,5.62,,,,,,,
2000-03-17,17.47,5.67,5.284,3.9,3.45,0.171,4.437,5.87,5.88,6.183,5.68,,,,,,,
2000-03-20,17.49,5.69,5.194,3.9,3.6,0.173,4.487,5.87,5.919,6.183,5.66,,,,,,,
2000-03-21,17.47,5.68,5.169,3.82,3.76,0.076,4.538,5.87,5.923,6.172,5.66,,,,,,,
2000-03-22,17.37,5.66,5.185,3.81,3.766,0.083,4.377,5.87,5.922,6.162,5.66,,,,,,,
2000-03-23,17.37,5.75,5.202,3.8,3.767,0.082,4.297,5.87,5.89,6.183,5.69,,,,,,,
2000-03-24,18.56,5.8,5.222,3.8,3.772,0.074,4.348,5.87,5.911,6.203,5.71,,,,,,,
2000-03-27,18.58,5.82,5.242,3.8,3.797,0.048,4.301,5.87,5.87,6.245,5.7,,,,,,,
2000-03-28,18.65,5.82,5.26,3.81,3.812,0.04,4.349,5.87,5.891,6.255,5.69,,,,,,,
2000-03-29,18.71,5.85,5.387,3.8,3.821,0.049,4.243,5.87,5.89,6.275,5.65,,,,,,,
2000-03-30,18.84,5.81,5.311,3.928,3.834,0.075,3.981,5.87,5.89,6.286,5.65,,,,,,,
2000-03-31,18.59,5.894,5.276,4.22,3.832,0.071,4.445,5.871,5.88,6.27,5.63,,,,,,,
2000-04-03,18.58,5.925,5.277,4.215,3.834,0.068,4.495,5.871,5.867,6.26,5.64,,,,,,,
2000-04-04,18.73,5.925,5.271,4.205,3.835,0.067,4.402,5.871,5.876,6.353,5.81,,,,,,,
2000-04-05,18.67,5.936,5.329,4.195,3.833,0.095,4.478,5.871,5.868,6.343,5.81,,,,,,,
2000-04-06,18.66,5.936,5.717,4.21,3.835,0.062,4.528,5.871,5.9,6.343,5.81,,,,,,,
2000-04-07,18.6,5.936,5.292,4.235,3.862,0.168,4.534,5.951,5.869,6.358,5.81,,,,,,,
2000-04-10,18.58,5.936,5.308,4.22,3.877,0.06,4.531,5.951,5.825,6.384,5.85,,,,,,,
2000-04-11,19.01,5.946,5.316,4.22,3.901,0.057,3.982,5.951,5.849,6.379,5.84,,,,,,,
2000-04-12,18.73,5.946,5.373,4.24,3.917,0.057,4.003,5.951,5.827,6.373,5.87,,,,,,,
2000-04-13,18.73,5.946,5.438,4.36,3.924,0.065,4.022,5.951,5.827,6.353,5.99,,,,,,,
2000-04-14,18.96,5.915,5.386,4.24,3.92,0.063,3.873,5.951,5.785,6.363,5.99,,,,,,,
2000-04-17,18.96,5.905,5.526,4.235,3.918,0.058,4.002,5.951,5.823,6.219,6.03,,,,,,,
2000-04-18,19.29,5.833,5.468,4.245,3.938,0.055,4.006,5.951,5.803,6.363,6.06,,,,,,,
2000-04-19,19.18,5.833,5.5,4.37,3.949,0.055,3.986,5.951,5.774,6.415,6.07,,,,,,,
2000-04-20,19.47,5.833,5.56,4.416,3.684,0.051,3.993,5.951,5.785,6.394,6.07,,,,,,,
2000-04-21,19.47,5.833,5.561,4.416,3.684,0.049,4.047,5.951,5.797,6.394,6.07,,,,,,,
2000-04-24,19.55,5.915,5.571,4.416,3.684,0.046,4.053,5.951,5.784,6.394,6.07,,,,,,,
2000-04-25,19.49,5.915,5.564,4.715,3.746,0.045,4.022,6.011,5.805,6.404,6.07,,,,,,,
2000-04-26,19.48,5.956,5.583,4.49,3.796,0.041,4.03,6.011,5.761,6.456,6.08,,,,,,,
2000-04-27,19.48,5.987,5.575,4.636,3.816,0.097,4.117,6.011,5.782,6.518,6.08,,,,,,,
2000-04-28,19.51,5.987,5.791,4.56,3.858,0.087,4.101,6.011,5.861,6.518,6.16,,,,,,,
2000-05-01,19.51,6.162,5.666,4.55,3.856,0.043,4.081,6.01,5.921,6.539,6.16,,,,,,,
2000-05-02,19.51,6.142,5.69,4.545,3.907,0.042,4.054,6.01,5.923,6.549,6.16,,,,,,,
2000-05-03,19.47,6.059,5.663,4.525,3.979,0.043,4.088,6.01,5.932,6.518,6.15,,,,,,,
2000-05-04,19.47,6.059,5.631,4.685,4.06,0.043,4.075,6.01,5.922,6.518,6.17,,,,,,,
2000-05-05,19.66,5.97,5.735,4.643,4.04,0.043,4.038,6.01,5.975,6.518,6.17,,,,,,,
2000-05-08,19.54,5.97,5.765,4.53,4.03,0.041,4.037,6.01,6.069,6.549,6.18,,,,,,,
2000-05-09,19.54,6.01,5.721,4.54,4.03,0.038,4.019,6.01,6.031,6.569,6.09,,,,,,,
2000-05-10,19.54,6.01,5.698,4.53,4.071,0.037,4.052,6.01,6.173,6.569,6.22,,,,,,,
2000-05-11,19.56,6.01,5.694,4.53,4.081,0.058,3.967,6.01,6.027,6.58,6.22,,,,,,,
2000-05-12,19.47,6.069,5.774,4.49,4.132,0.039,3.995,6.01,6.143,6.59,6.08,,,,,,,
2000-05-15,19.52,6.04,5.75,4.54,4.111,0.039,3.949,6.01,6.105,6.59,5.96,,,,,,,
2000-05-16,19.48,6.04,5.806,4.54,4.122,0.039,3.95,6.01,6.216,6.642,6.04,,,,,,,
2000-05-17,19.53,6.05,5.845,4.612,4.142,0.039,4.143,6.01,6.058,6.745,6.04,,,,,,,
2000-05-18,19.53,6.05,5.869,4.612,4.203,0.038,4.312,6.01,5.901,6.766,6.07,,,,,,,
2000-05-19,19.59,6.05,5.829,4.571,4.203,0.039,3.984,6.01,5.883,6.786,6.06,,,,,,,
2000-05-22,19.67,6.02,5.792,4.612,4.203,0.038,3.984,6.01,5.899,6.797,6.08,,,,,,,
2000-05-23,19.69,6.02,5.835,4.571,4.213,0.037,3.97,6.01,5.943,6.864,6.1,,,,,,,
2000-05-24,19.7,5.96,5.92,4.479,4.193,0.035,4.003,6.01,5.911,6.817,6.07,,,,,,,
2000-05-25,19.68,5.97,5.832,4.479,4.193,0.034,4.269,6.01,5.86,6.797,6.04,,,,,,,
2000-05-26,19.74,5.95,5.785,4.479,4.193,0.034,4.266,6.01,5.841,6.807,6.02,,,,,,,
2000-05-29,19.87,5.91,5.673,4.479,4.091,0.034,3.917,6.01,5.858,6.859,6.01,,,,,,,
2000-05-30,19.87,5.91,5.684,4.326,4.183,0.034,3.869,6.01,5.806,6.745,6.01,,,,,,,
2000-05-31,19.86,5.91,5.674,4.377,4.234,0.034,3.913,6.01,5.624,6.745,6.05,,,,,,,
2000-06-01,19.84,5.9,5.655,4.33,4.224,0.038,3.957,6.01,5.708,6.797,6.05,,,,,,,
2000-06-02,19.87,5.9,5.636,4.51,4.224,0.039,3.903,6.01,5.876,6.807,6.04,,,,,,,
2000-06-05,19.79,5.88,5.732,4.51,4.203,0.039,3.907,6.01,5.898,6.807,6.03,,,,,,,
2000-06-06,19.87,5.87,5.747,4.5,4.193,0.04,3.896,6.01,5.99,6.745,6.08,,,,,,,
2000-06-07,19.89,5.87,5.778,4.54,4.152,0.044,3.905,6.01,5.895,6.745,6.13,,,,,,,
2000-06-08,20.0,5.87,5.672,4.735,4.173,0.05,3.91,6.01,5.906,6.735,6.11,,,,,,,
2000-06-09,20.0,5.87,5.796,4.796,4.346,0.046,3.931,6.01,5.917,6.755,6.11,,,,,,,
2000-06-12,19.98,5.87,5.776,4.806,4.326,0.047,3.91,6.01,5.868,6.766,6.11,,,,,,,
2000-06-13,19.95,5.87,5.742,4.837,4.295,0.048,3.932,6.01,5.831,6.755,6.12,,,,,,,
2000-06-14,19.96,5.84,5.674,4.806,4.295,0.052,3.947,6.01,5.817,6.766,6.54,,,,,,,
2000-06-15,19.99,5.84,5.711,4.786,4.254,0.049,3.975,6.01,5.859,6.828,6.27,,,,,,,
2000-06-16,19.99,5.85,5.646,4.735,4.285,0.045,3.987,5.95,5.839,6.817,6.27,,,,,,,
2000-06-19,19.79,5.86,5.653,4.755,4.265,0.048,3.98,5.95,5.811,6.797,6.54,,,,,,,
2000-06-20,19.8,5.86,5.713,4.745,4.295,0.056,4.193,5.95,5.802,6.797,6.27,,,,,,,
2000-06-21,19.8,5.86,5.784,4.765,4.326,0.076,4.214,5.95,5.801,6.797,6.37,,,,,,,
2000-06-22,19.91,5.88,5.518,4.755,4.305,0.077,4.224,5.95,5.833,6.807,5.82,,,,,,,
2000-06-23,19.94,5.88,5.796,4.776,4.305,0.102,4.243,5.95,5.854,6.807,6.09,,,,,,,
2000-06-26,20.38,5.86,5.557,4.765,4.295,0.117,4.242,5.95,5.825,6.755,6.09,,,,,,,
2000-06-27,20.25,5.86,5.573,4.745,4.275,0.116,4.225,5.95,5.812,6.745,6.09,,,,,,,
2000-06-28,19.75,5.87,5.724,4.673,4.254,0.115,4.236,5.95,5.801,6.745,6.43,,,,,,,
2000-06-29,19.75,5.85,5.624,4.673,4.265,0.148,4.276,5.95,5.833,8.811,6.43,,,,,,,
2000-06-30,19.72,5.87,5.676,4.725,4.254,0.145,4.29,5.92,5.865,6.745,6.43,,,,,,,
2000-07-03,19.45,5.87,5.646,4.714,4.265,0.148,4.285,5.9,5.915,6.43,6.43,,,,,,,
2000-07-04,19.62,5.86,5.573,4.714,4.254,0.158,4.317,5.9,5.919,6.704,6.53,,,,,,,
2000-07-05,19.51,5.87,5.623,4.755,4.265,0.164,4.329,5.9,5.989,6.704,6.53,,,,,,,
2000-07-06,19.64,5.87,5.635,4.755,4.254,0.179,4.353,5.91,6.02,6.714,6.54,,,,,,,
2000-07-07,19.68,5.88,5.594,4.878,4.265,0.176,4.347,5.9,6.04,6.43,6.56,,,,,,,
2000-07-10,19.62,5.85,5.615,4.858,4.234,0.162,4.361,5.9,6.065,6.714,6.47,,,,,,,
2000-07-11,19.6,5.88,5.615,4.858,4.244,0.173,4.36,5.9,6.086,6.714,6.53,,,,,,,
2000-07-12,19.6,5.94,5.592,4.899,4.213,0.214,4.356,5.9,6.183,6.714,6.49,,,,,,,
2000-07-13,19.44,6.0,5.61,4.858,4.234,0.179,4.381,5.9,6.183,6.704,6.54,,,,,,,
2000-07-14,19.57,6.0,5.595,4.806,4.234,0.174,4.381,5.9,6.181,6.704,6.53,,,,,,,
2000-07-17,19.66,6.02,5.792,4.786,4.224,0.146,4.385,5.9,6.154,6.724,6.55,,,,,,,
2000-07-18,19.7,6.05,5.799,4.786,4.224,0.162,4.383,5.9,6.157,6.704,6.55,,,,,,,
2000-07-19,19.49,6.02,5.806,4.786,4.254,0.156,4.398,5.9,6.187,6.735,6.58,,,,,,,
2000-07-20,19.42,6.07,5.684,4.786,4.295,0.158,4.424,5.9,6.176,6.683,6.56,,,,,,,
2000-07-21,19.43,6.02,5.629,4.786,4.295,0.159,4.42,5.9,6.123,6.683,6.67,,,,,,,
2000-07-24,19.53,6.02,5.681,4.786,4.305,0.159,4.423,5.9,6.157,6.693,6.66,,,,,,,
2000-07-25,19.53,6.02,5.751,4.786,4.326,0.16,4.434,5.9,6.189,6.704,6.66,,,,,,,
2000-07-26,19.58,6.08,5.744,4.755,4.316,0.162,4.426,5.9,6.177,6.693,6.66,,,,,,,
2000-07-27,19.68,6.08,5.654,4.755,4.326,0.164,4.368,5.9,6.208,6.704,6.65,,,,,,,
2000-07-28,19.68,6.08,5.677,5.73,4.326,0.15,4.402,5.9,6.195,6.714,6.69,,,,,,,
2000-07-31,19.53,6.08,5.705,5.627,4.326,0.14,4.424,5.9,6.231,6.724,6.66,,,,,,,
2000-08-01,19.53,6.09,5.725,5.565,4.418,0.138,4.401,5.9,6.201,6.673,6.71,,,,,,,
2000-08-02,19.68,6.28,5.729,5.565,4.418,0.139,4.43,5.9,6.25,6.693,6.72,,,,,,,
2000-08-03,19.72,6.27,5.688,5.565,4.428,0.141,4.444,5.9,6.229,6.642,6.78,,,,,,,
2000-08-04,19.8,6.26,5.63,5.565,4.428,0.136,4.444,5.9,6.227,6.652,6.79,,,,,,,
2000-08-07,19.84,6.26,5.663,5.565,4.428,0.126,4.416,5.9,6.249,6.662,7.04,,,,,,,
2000-08-08,19.85,6.26,5.613,5.608,4.428,0.122,4.43,5.9,6.268,6.652,7.03,,,,,,,
2000-08-09,19.88,6.26,5.677,5.486,5.025,0.156,4.428,5.9,6.257,6.621,7.03,,,,,,,
2000-08-10,19.94,6.32,5.614,5.678,4.551,0.257,4.429,5.9,6.266,6.379,6.87,,,,,,,
2000-08-11,19.94,6.33,5.721,5.709,4.602,0.259,4.445,5.9,6.306,6.642,6.87,,,,,,,
2000-08-14,19.75,6.34,5.621,5.74,4.581,0.273,4.443,5.9,6.286,6.683,6.93,,,,,,,
2000-08-15,19.75,6.36,5.737,5.73,4.581,0.271,4.48,5.9,6.262,6.673,6.95,,,,,,,
2000-08-16,19.75,6.38,5.723,5.761,4.592,0.306,4.464,5.9,6.261,6.59,6.93,,,,,,,
2000-08-17,20.03,6.38,5.672,5.812,4.602,0.332,4.47,5.9,6.26,6.58,6.93,,,,,,,
2000-08-18,20.05,6.43,5.73,5.781,4.592,0.316,4.449,5.9,6.268,6.559,6.93,,,,,,,
2000-08-21,20.08,6.43,5.713,5.678,4.612,0.315,4.462,5.9,6.269,6.569,6.91,,,,,,,
2000-08-22,20.2,6.43,5.694,5.689,4.714,0.316,4.472,5.9,6.284,6.58,6.89,,,,,,,
2000-08-23,20.2,6.43,5.674,5.75,4.694,0.326,4.443,5.9,6.293,6.6,6.9,,,,,,,
2000-08-24,20.13,6.43,5.654,5.699,4.684,0.325,4.44,5.9,6.292,6.569,6.89,,,,,,,
2000-08-25,20.13,6.46,5.677,5.72,4.704,0.331,4.43,5.9,6.299,6.569,6.94,,,,,,,
2000-08-28,20.13,6.46,5.658,5.709,4.704,0.33,4.42,5.9,6.332,6.642,6.92,,,,,,,
2000-08-29,20.07,6.46,5.683,5.648,4.694,0.336,4.39,5.9,6.314,6.611,6.95,,,,,,,
2000-08-30,20.18,6.48,5.664,5.678,4.745,0.331,4.37,5.88,6.323,6.549,6.95,,,,,,,
2000-08-31,19.98,6.48,5.728,5.422,4.736,0.338,4.382,5.91,6.312,6.58,6.94,,,,,,,
2000-09-01,20.01,6.42,5.606,5.401,4.684,0.334,4.334,5.91,6.267,6.58,6.95,,,,,,,
2000-09-04,19.99,6.36,5.599,5.38,4.654,0.332,4.285,5.91,6.269,6.549,6.95,,,,,,,
2000-09-05,19.99,6.37,5.613,5.391,4.684,0.334,4.33,5.91,6.248,6.539,6.93,,,,,,,
2000-09-06,19.99,6.35,5.658,5.401,4.695,0.339,4.57,5.91,6.225,6.611,6.93,,,,,,,
2000-09-07,19.99,6.37,5.689,5.452,4.725,0.34,4.562,5.91,6.204,6.549,6.88,,,,,,,
2000-09-08,19.98,6.39,5.653,5.452,4.725,0.335,4.526,5.86,6.16,6.539,6.93,,,,,,,
2000-09-11,19.97,6.37,5.62,5.452,4.715,0.331,4.508,5.86,6.17,6.611,6.94,,,,,,,
2000-09-12,19.91,6.38,5.703,5.689,4.715,0.332,4.508,5.86,6.13,6.322,6.96,,,,,,,
2000-09-13,19.95,6.39,5.615,5.802,4.736,0.336,4.471,5.86,6.104,6.626,6.98,,,,,,,
2000-09-14,19.94,6.39,5.595,5.771,4.725,0.348,4.548,5.86,6.145,6.626,7.18,,,,,,,
2000-09-15,19.82,6.39,5.575,5.771,4.725,0.352,4.501,5.86,6.143,6.611,7.22,,,,,,,
2000-09-18,19.83,6.41,5.593,5.771,4.695,0.345,4.521,5.86,6.143,6.621,7.03,,,,,,,
2000-09-19,19.9,6.42,5.573,5.843,4.694,0.346,4.498,5.86,6.154,6.6,7.06,,,,,,,
2000-09-20,19.89,6.42,5.592,6.234,4.715,0.355,4.514,5.86,6.155,6.6,6.97,,,,,,,
2000-09-21,19.9,6.45,5.604,6.028,4.715,0.354,4.493,5.86,6.155,6.539,6.95,,,,,,,
2000-09-22,19.9,6.43,5.667,6.049,4.715,0.352,4.451,5.86,6.163,6.322,7.0,,,,,,,
2000-09-25,19.9,6.45,5.944,5.966,4.674,0.35,4.486,5.86,6.146,6.322,7.02,,,,,,,
2000-09-26,19.98,6.43,5.775,6.028,4.756,0.351,4.511,5.86,6.176,6.6,7.03,,,,,,,
2000-09-27,19.96,6.44,5.777,6.028,4.736,0.336,4.519,5.86,6.198,6.518,7.07,,,,,,,
2000-09-28,20.04,6.4,5.667,6.059,4.736,0.332,4.538,5.86,6.239,6.59,7.01,,,,,,,
2000-09-29,20.03,6.41,5.653,5.884,4.787,0.334,4.53,5.86,6.216,6.59,7.01,,,,,,,
2000-10-02,20.02,6.38,5.717,5.524,4.796,0.334,4.521,5.86,6.217,6.59,7.01,,,,,,,
2000-10-03,20.15,6.37,5.646,5.422,4.796,0.332,4.513,5.86,6.176,6.642,7.05,,,,,,,
2000-10-04,19.82,6.37,5.592,5.391,4.796,0.32,4.52,5.86,6.257,6.631,7.05,,,,,,,
2000-10-05,19.58,6.34,5.613,5.339,4.796,0.506,4.563,5.86,6.267,6.631,7.05,,,,,,,
2000-10-06,19.71,6.34,5.633,5.411,4.796,0.483,4.551,5.86,6.253,6.539,7.06,,,,,,,
2000-10-09,19.73,6.3,5.639,5.411,4.796,0.488,4.544,5.86,6.255,6.322,7.05,,,,,,,
2000-10-10,19.93,6.3,5.847,5.411,4.796,0.465,4.438,5.86,6.245,6.322,7.1,,,,,,,
2000-10-11,19.86,6.28,5.725,5.411,4.796,0.465,4.44,5.87,6.229,6.611,7.19,,,,,,,
2000-10-12,19.79,6.29,5.633,5.411,4.796,0.452,4.365,5.87,6.176,6.363,7.27,,,,,,,
2000-10-13,19.66,6.26,5.614,5.411,4.796,0.455,4.337,5.87,6.194,6.363,7.28,,,,,,,
2000-10-16,19.66,6.28,5.633,5.37,4.827,0.447,4.37,5.87,6.247,6.642,7.28,,,,,,,
2000-10-17,19.52,6.28,5.758,5.391,4.847,0.445,4.38,5.87,6.235,6.539,7.3,,,,,,,
2000-10-18,19.59,6.25,5.633,5.391,4.837,0.429,4.326,5.87,6.303,6.322,7.3,,,,,,,
2000-10-19,19.41,6.25,5.654,5.391,4.858,0.395,4.365,5.87,6.312,6.642,7.33,,,,,,,
2000-10-20,19.29,6.25,5.635,5.391,4.858,0.39,4.343,5.87,6.308,6.642,7.36,,,,,,,
2000-10-23,19.4,6.17,5.619,5.391,4.868,0.385,4.363,5.865,6.339,6.631,7.34,,,,,,,
